# Sources of data:
#
# * Frequency and Stroke Counts of Chinese Characters
#   http://technology.chtsai.org/charfreq/
#
# - Mandarin Syllable Frequency Counts for Chinese Characters
#   http://technology.chtsai.org/syllable/
#
# Both are put under GPL by Chih-Hao Tsai.
#
# char	rank	pinyin
#
叼	4656	diao1
蕤	4657	rui2
犢	4658	du2
挓	4659	zha1
嫡	4660	di2
唰	4661	shua1
諉	4662	wei3
晡	4663	bu1
庖	4664	pao2
帛	4665	bo2
鋅	4666	xin1
淅	4667	xi1
枰	4668	ping2
荔	4669	li4
躡	4670	nie4
豊	4671	li3
葩	4672	pa1
緘	4673	jian1
紂	4674	zhou4
擰	4675	ning2
跺	4676	duo4
烯	4677	xi1
邸	4678	di3
甬	4679	yong3
璣	4680	ji1
焢	4681	hong1
氟	4682	fu2
榛	4683	zhen1
倜	4684	ti4
盅	4685	zhong1
疝	4686	shan4
燴	4687	hui4
噤	4688	jin4
佚	4689	yi4
窖	4690	jiao4
珂	4691	ke1
燬	4692	hui3
摀	4693	wu3
櫓	4694	lu3
佶	4695	ji2
菀	4696	wan3
獼	4697	mi2
烊	4698	yang2
淙	4699	cong2
挹	4700	yi4
鵠	4701	gu3
鏤	4702	lou4
酮	4703	tong2
蹛	4704	dai4
諛	4705	yu2
洱	4706	er3
洐	4707	xing2
帚	4708	zhou3
卞	4709	bian4
蹣	4710	pan2
碉	4711	diao1
炤	4712	zhao4
坵	4713	qiu1
藪	4714	sou3
蓑	4715	suo1
矬	4716	cuo2
氦	4717	hai4
蔻	4718	kou4
舀	4719	yao3
臾	4720	yu2
雎	4721	ju1
菫	4722	jin3
恚	4723	hui4
儔	4724	chou2
遢	4725	ta4
踽	4726	ju3
苳	4727	dong1
熒	4728	ying2
夤	4729	yin2
哆	4730	duo1
匾	4731	bian3
鳶	4732	yuan1
鍰	4733	huan2
謳	4734	ou1
謁	4735	ye4
棹	4736	zhuo1
揩	4737	kai1
壑	4738	huo4
壅	4739	yong1
顎	4740	e4
衹	4741	qi2
渤	4742	bo2
氰	4744	qing1
蛭	4745	zhi4
呣	4746	mou2
颳	4747	gua1
邈	4748	miao3
臊	4749	sao1
胛	4750	jia3
繚	4751	liao2
睇	4752	di4
畦	4753	qi2
涪	4754	fu2
幄	4755	wo4
蹼	4756	pu2
臬	4757	nie4
肓	4758	huang1
羡	4759	xian4
捀	4760	feng1
尻	4761	kao1
刈	4762	yi4
銂	4763	zhou1
轆	4764	lu4
蠕	4765	ru2
紲	4766	xie4
泵	4767	liu2
孃	4768	niang2
蹙	4769	cu4
蠋	4770	zhu2
膾	4771	kuai4
渭	4772	wei4
拄	4773	zhu3
戍	4774	shu4
嘹	4775	liao2
啷	4776	lang1
刨	4777	pao2
絳	4778	jiang4
礫	4779	li4
歿	4780	mo4
愍	4781	min3
夆	4782	feng2
蝎	4784	he2
淩	4785	ling2
恪	4786	ke4
囪	4787	chuang1
嚶	4788	ying1
贛	4789	gan4
蠔	4790	hao2
忉	4791	dao1
黔	4792	qian2
芊	4793	qian1
罄	4794	qing4
矕	4795	man3
撬	4796	qiao1
掣	4797	che4
捩	4798	lie4
靳	4799	jin4
陛	4800	bi4
鎢	4801	wu1
鄔	4802	wu1
譟	4803	zao4
脩	4804	xiu1
揶	4805	ye2
孑	4806	jie2
伕	4807	fu1
陝	4808	shan3
蹧	4809	zao1
蔘	4810	shen1
痙	4811	jing4
扈	4812	hu4
躂	4813	da1
蹊	4814	xi1
趺	4815	fu1
贀	4816	wei4
謢	4817	hu4
甥	4818	sheng1
湠	4819	tan4
氐	4820	di1
飩	4821	tun2
賃	4822	lin4
詘	4823	chu4
苹	4824	ping2
粼	4825	lin2
宕	4826	dang4
嗄	4827	sha4
亳	4828	bo4
貲	4829	zi1
覦	4830	yu2
纔	4831	cai2
硐	4832	tong2
榭	4833	xie4
圜	4834	yuan2
鮫	4835	jiao1
葄	4836	zuo4
綑	4837	kun3
熏	4838	xun1
岍	4839	qian1
坳	4840	ao1
嘀	4841	di2
鼬	4842	you4
顥	4843	hao4
頇	4844	han1
潸	4845	shan1
桎	4846	zhi2
昝	4847	zan3
拺	4848	ce4
刎	4849	wen3
輟	4850	chuo4
趐	4851	xue4
訖	4852	qi4
稹	4853	zhen3
淬	4854	cui4
揄	4855	yu2
愔	4856	yin1
婀	4857	e1
壼	4858	kun3
墬	4859	zui4
靼	4860	da2
蚜	4861	ya2
罡	4862	gang1
砉	4863	huo4
沓	4864	ta4
彊	4865	jiang4
埂	4866	geng3
諼	4867	xuan1
覬	4868	ji4
褟	4869	da2
彫	4870	diao1
鷓	4871	zhe4
靛	4872	dian4
迵	4873	tong2
屄	4875	bi1
銼	4876	cuo4
褸	4877	lv3
脛	4878	jing4
筌	4879	quan2
祚	4880	zuo4
礡	4881	bo2
攙	4882	chan1
蝣	4883	you2
蓼	4884	liao3
筊	4885	jiao3
珪	4886	gui1
柰	4887	nai4
柜	4888	gui4
摑	4889	guo2
崽	4890	zai3
賁	4891	ben1
椆	4892	chou2
晟	4893	cheng2
鬟	4894	huan2
雹	4895	bao2
賸	4896	sheng4
賑	4897	zhen4
獷	4898	guang3
焙	4899	bei4
昃	4900	ze4
撂	4901	liao4
鴝	4902	qu2
韁	4903	jiang1
軛	4904	e4
簍	4905	lou3
瘐	4906	yu2
炕	4907	kang4
搾	4908	zha4
婬	4909	yin2
婓	4910	fei1
囿	4911	you4
囍	4912	xi3
糠	4913	kang1
筵	4914	yan2
玷	4915	dian4
玎	4916	ding1
幔	4917	man4
堀	4918	jue2
鏖	4919	ao2
虌	4920	bie1
胝	4921	zhi1
熇	4922	he4
滮	4923	biao1
棻	4924	fen1
掔	4925	qian1
倨	4926	ju4
鶩	4927	wu4
鴣	4928	gu1
袞	4929	gun3
葚	4930	shen4
翳	4931	yi4
纂	4932	zuan3
畀	4933	bi4
旌	4934	jing1
崴	4935	wei1
仃	4936	ding1
髻	4937	ji4
颼	4938	sou1
軂	4939	lao4
誏	4940	lang3
綩	4941	wan3
涸	4942	hao4
涔	4943	cen2
攣	4944	lvan2
宓	4945	mi4
倬	4946	zhuo2
俚	4947	li3
鰲	4948	ao2
鍚	4949	yang2
耦	4950	ou3
珞	4951	luo4
濠	4952	hao2
斡	4953	wo4
愾	4954	kai4
壕	4955	hao2
嗲	4956	die1
讒	4957	chan2
萩	4958	qiu1
腱	4959	jian4
捂	4960	wu3
忻	4961	xin1
忒	4962	te4
鐺	4963	dang1
錠	4964	ding4
踫	4965	pan2
羌	4966	qiang1
紘	4967	hong2
瓚	4968	zan4
寤	4969	wu4
凊	4970	jing4
鴞	4971	xiao1
鎊	4972	bang4
錕	4973	kun1
蕎	4974	qiao2
芴	4975	wu4
盹	4976	dun3
洵	4977	xun2
暘	4978	yang2
卬	4979	ang2
蛔	4980	hui2
胼	4981	pian2
砝	4982	fa2
栲	4983	kao3
嗑	4984	ke4
唅	4985	han1
齰	4986	cuo4
豋	4987	deng1
甌	4988	ou1
琱	4989	diao1
毐	4990	du2
梏	4991	gu4
擤	4992	xing3
埼	4993	qi2
啖	4994	dan4
驪	4995	li2
鐲	4996	zhuo2
鋃	4997	lang2
迤	4998	yi2
詄	4999	die2
篾	5000	mie4
硯	5001	yan4
癬	5002	xian3
玹	5003	xuan2
桹	5004	lang2
恒	5005	heng2
囥	5006	kang4
鮪	5007	wei3
釦	5008	kou4
粿	5009	guo3
瘠	5010	ji2
漉	5011	lu4
槤	5012	lian2
搵	5013	wen4
忸	5014	niu3
弁	5015	bian4
啣	5016	xian2
儆	5017	jing3
偆	5018	chun3
鴇	5019	bao3
鉉	5020	xuan4
蜉	5021	fu2
紈	5022	wan2
祗	5023	zhi1
皕	5024	bi4
戡	5025	kan1
唳	5026	li4
黠	5027	xia2
鱔	5028	shan4
駢	5029	pian2
鍶	5030	si1
褊	5031	bian3
芍	5032	shao2
臏	5033	bin4
皚	5034	ai2
滇	5035	dian1
湳	5036	nan3
掄	5037	lun1
懟	5038	dui4
囁	5039	nie4
閂	5040	shuan1
貉	5041	he2
砧	5042	zhen1
痍	5043	yi2
璠	5044	fan2
擢	5045	zhuo2
慇	5046	yin1
霑	5047	zhan1
鎯	5048	luo3
輊	5049	zhi4
謄	5050	teng2
衊	5051	mie4
蕁	5052	xun2
纇	5053	lei4
汕	5054	shan4
斕	5055	lan2
懌	5056	yi4
憭	5057	liao3
彝	5058	yi2
庾	5059	yu3
啕	5060	tao2
听	5061	ting1
黧	5062	li2
鬃	5063	zong1
鐳	5064	lei2
醮	5065	jiao4
豕	5066	shi3
褥	5067	ru4
蜷	5068	quan2
腴	5069	yu2
瞼	5070	jian3
瞅	5071	chou3
熠	5072	yi4
焗	5073	ju2
溥	5074	pu3
戇	5075	zhuang4
嚓	5076	ca1
鮆	5077	ji4
氈	5078	zhan1
弒	5079	shi4
奐	5080	huan4
囓	5081	nie4
蜇	5082	zhe2
渟	5083	ting2
撻	5084	ta4
戽	5085	hu4
懍	5086	lin3
惇	5087	dun1
餮	5088	tie4
鄂	5089	e4
迨	5090	dai4
讖	5091	chen4
裨	5092	bi4
蕘	5093	rao2
舢	5094	shan1
臃	5095	yong1
秝	5096	li4
燎	5097	liao2
杷	5098	ba0
斛	5099	hu2
娌	5100	li3
奲	5101	che3
冢	5102	zhong3
軻	5103	ke1
踉	5104	liang4
萹	5105	bian3
璩	5106	qu2
瑀	5107	yu3
珗	5108	xian1
焂	5109	shu2
柢	5110	di3
扺	5111	di3
佃	5112	dian4
顢	5113	man2
頎	5114	qi2
鎰	5115	yi4
襤	5116	lan2
皖	5117	wan3
灝	5118	hao4
嶠	5119	jiao4
圴	5120	zhuo2
哧	5121	chi4
凈	5122	jing4
俵	5123	biao3
侄	5124	zhi2
黽	5125	min3
闥	5126	ta4
鈷	5127	gu1
輓	5128	wan3
种	5129	chong2
瓔	5130	ying1
瑮	5131	li4
柬	5132	jian3
慼	5133	qi1
惙	5134	chuo4
岷	5135	min2
孓	5136	jue2
髯	5137	ran2
蹓	5138	liu1
綪	5139	qian4
簸	5140	bo3
畬	5141	yu2
橇	5142	qiao1
咭	5143	ji1
鵒	5144	yu4
釉	5145	you4
鄢	5146	yan1
覃	5147	tan2
翦	5148	jian3
縞	5149	gao3
睥	5150	bi4
浹	5151	jia2
汔	5152	qi4
榚	5153	yao3
曷	5154	he2
揕	5155	zhen4
媞	5156	shi4
圻	5157	qi2
哂	5158	shen3
冑	5159	zhou4
佘	5160	she2
鱧	5161	li3
騾	5162	luo2
騫	5163	qian1
鎬	5164	hao4
醛	5165	quan2
酢	5166	zuo4
踰	5167	yu2
蘑	5168	mo2
萋	5169	qi1
莢	5170	jia2
荇	5171	xing4
翕	5172	xi4
殞	5173	yun3
搆	5174	gou4
寑	5175	qin3
喢	5176	sha4
鰓	5177	xi3
陘	5178	xing2
酚	5179	fen1
豝	5180	ba1
皙	5181	xi1
痾	5182	e1
欷	5183	xi1
慳	5184	qian1
幀	5185	zheng4
倣	5186	fang3
銖	5187	zhu1
醚	5188	mi2
肏	5189	cao4
簌	5190	su4
碓	5191	dui4
暹	5192	xian1
攷	5193	kao3
摽	5194	biao1
咈	5195	fu2
鈐	5196	qian2
豭	5197	jia1
裾	5198	ju1
茨	5199	ci2
舷	5200	xian2
膈	5201	ge2
綬	5202	shou4
焯	5203	zhuo2
濬	5204	jun4
洍	5205	si4
殛	5206	ji2
橞	5207	hui4
旡	5208	ji4
撽	5209	qiao4
惴	5210	zhui4
峈	5211	luo4
嬲	5212	niao3
鴆	5213	zhen4
蓆	5214	xi2
肱	5215	gong1
玀	5216	luo2
澧	5217	li3
泗	5218	si4
攆	5219	nian3
廌	5220	jian1
嫭	5221	hu4
媾	5222	gou4
匍	5223	pu2
偀	5224	ying1
乜	5225	mie1
羸	5226	lei2
纍	5227	lei2
瘉	5228	yu4
柪	5229	ao1
晷	5230	gui3
怵	5231	chu4
坏	5232	pei1
蹌	5233	qiang1
螻	5234	lou2
茯	5235	fu2
茪	5236	guang1
硃	5237	zhu1
珩	5238	heng2
犘	5239	ma2
淖	5240	nao4
昉	5241	fang3
慬	5242	jin3
屣	5243	xi3
颶	5244	ju4
鍘	5245	zha2
鋏	5246	jia2
覲	5247	jin3
衾	5248	qin1
蟠	5249	pan2
藷	5250	zhu1
碁	5251	ji1
硼	5252	peng2
盻	5253	xi1
璗	5254	dang4
犒	5255	kao4
淞	5256	song1
柺	5257	guai3
柎	5258	fu1
晢	5259	zhe1
噉	5260	dan4
喑	5261	yin1
喏	5262	re3
亍	5263	chu4
阯	5264	zhi3
諶	5265	chen2
袈	5266	jia1
荎	5267	chi2
畚	5268	ben3
瑗	5269	yuan4
庛	5270	ci1
岬	5271	jia3
奘	5272	zhuang3
嗐	5273	hai4
驃	5274	piao4
餽	5275	kui4
袪	5276	qu1
舺	5277	jia2
絀	5278	chu4
粳	5279	geng1
磴	5280	deng4
碥	5281	bian3
琿	5282	hun2
忤	5283	wu3
弈	5284	yi4
噥	5285	nong2
黍	5286	shu3
麋	5287	mi2
鯁	5288	geng3
錩	5289	chang1
遶	5290	rao4
跏	5291	jia1
賒	5292	she1
豌	5293	wan1
蠑	5294	rong2
螯	5295	ao2
蒿	5296	hao1
葑	5297	feng1
艄	5298	shao1
砒	5299	pi1
瞴	5300	wu2
皰	5301	pao4
皋	5302	gao1
瓃	5303	lei2
玥	5304	yue4
煢	5305	qiong2
汾	5306	fen2
檐	5307	yan2
掂	5308	dian1
怛	5309	da2
壆	5310	xue2
兗	5311	yan3
麤	5312	cu1
霪	5313	yin2
錳	5314	meng3
蹭	5315	ceng4
蹔	5316	zhan4
裟	5317	sha1
苧	5318	zhu4
粲	5319	can4
簪	5320	zan1
砪	5321	mu3
柘	5322	zhe4
旎	5323	ni3
掇	5324	duo2
扡	5325	yi3
懨	5326	yan4
悀	5327	yong3
彳	5328	chi4
孳	5329	zi1
媺	5330	mei3
嗒	5331	ta4
厎	5332	zhi3
齟	5333	ju3
鰥	5334	guan1
頜	5335	han4
鉑	5336	bo2
醣	5337	tang2
褶	5338	zhe2
蟘	5339	te4
蛂	5340	bie3
脢	5341	mei2
笳	5342	jia1
杓	5343	biao1
掤	5344	bing1
戭	5345	yan3
啁	5346	zhou1
魑	5347	chi1
豜	5348	jian1
苠	5349	min2
箸	5350	zhu4
漕	5351	cao2
殮	5352	lian4
殂	5353	cu2
曩	5354	nang3
憍	5355	jiao1
巽	5356	xun4
孥	5357	nu2
妁	5358	shuo4
剮	5360	gua3
凄	5361	qi1
党	5362	dang3
倀	5363	chang1
侑	5364	you4
齬	5365	yu3
裎	5366	cheng2
艮	5367	gen3
簞	5368	dan1
瑧	5369	jin1
煖	5370	nuan3
瀲	5371	lian4
晹	5372	yi4
撜	5373	zheng3
惼	5374	bian3
幃	5375	wei2
卌	5376	xi4
冪	5377	mi4
儰	5378	wei3
鼇	5379	ao2
鬘	5380	man2
騄	5381	lu4
雃	5382	ya3
阡	5383	qian1
闍	5384	du1
郅	5385	zhi4
衪	5386	yi2
茼	5387	tong2
舨	5388	ban3
脣	5389	chun2
糬	5390	shu3
竫	5391	jing4
瓠	5392	hu4
獒	5393	ao2
犍	5394	jian1
濮	5395	pu2
汜	5396	si4
毽	5397	jian4
櫬	5398	chen4
櫚	5399	lv2
榖	5400	gu3
栘	5401	yi2
枸	5402	gou1
旂	5403	qi2
摶	5404	tuan2
岦	5405	li4
姘	5406	pin1
儌	5407	jiao3
鞅	5408	yang1
陂	5409	po1
輜	5410	zi1
褡	5411	da1
腊	5412	la4
痹	5413	bi4
濋	5415	chu3
毬	5416	qiu2
樨	5417	xi1
枇	5418	pi2
怙	5419	hu4
廄	5420	jiu4
鴒	5421	ling2
馗	5422	kui2
銨	5423	an1
釭	5424	gang1
贗	5425	yan4
貘	5426	mo4
萵	5427	wo1
苒	5428	ran3
絣	5429	beng1
畹	5430	wan3
潀	5431	cong2
洁	5432	ji2
楝	5433	lian4
斲	5434	zhuo2
掖	5435	yi4
愆	5436	qian1
庳	5437	bi4
媧	5438	wa1
傱	5439	song3
鴟	5440	chi1
顴	5441	quan2
鍬	5442	qiao1
鋹	5443	chang3
銑	5444	xian3
褫	5445	chi3
肴	5446	yao2
盦	5447	an1
痂	5448	jia1
狎	5449	xia2
氖	5450	nai3
摠	5451	zong3
掞	5452	shan4
坨	5453	tuo2
咂	5454	za1
鱒	5455	zun4
跫	5456	qiong2
贍	5457	shan4
篁	5458	huang2
竤	5459	hong2
窆	5460	bian3
琚	5461	ju1
獪	5462	kuai4
撘	5463	da1
挴	5464	mei3
峗	5465	wei3
嬝	5466	niao3
叵	5467	po3
鵟	5468	kuang2
饜	5469	yan4
饌	5470	zhuan4
閰	5471	yan2
鍺	5472	zhe3
鈸	5473	ba2
郃	5474	ge2
蹩	5475	bie2
蹇	5476	jian3
触	5477	hong2
縝	5478	zhen3
稗	5479	bai4
瞱	5480	ye4
瞟	5481	piao3
盍	5482	he2
璘	5483	lin2
璊	5484	man2
涇	5485	jing1
旖	5486	yi3
揃	5487	jian1
扦	5488	qian1
悒	5489	yi4
哖	5490	nian2
伉	5491	kang4
餬	5492	hu2
雰	5493	fen1
邯	5494	han2
赧	5495	nan3
螟	5496	ming2
萸	5497	yu2
苻	5498	fu2
艉	5499	wei3
稞	5500	ke1
祼	5501	guan4
睢	5502	sui1
盂	5503	yu2
燹	5504	xian3
潼	5505	tong2
浥	5506	yi4
泅	5507	qiu2
櫸	5508	ju3
怜	5509	ling2
夔	5510	kui2
佻	5511	tiao2
飭	5512	chi4
霰	5513	xian4
鍇	5514	kai3
螈	5515	yuan2
苤	5516	pi3
芫	5517	yuan2
芃	5518	peng2
瘧	5519	nue4
痒	5520	yang3
牘	5521	du2
燧	5522	sui4
洮	5523	yao2
櫪	5524	li4
柞	5525	zuo4
枴	5526	guai3
怢	5527	tu2
怏	5528	yang4
怍	5529	zuo4
妺	5530	mo4
堊	5531	e4
匐	5532	fu2
魍	5533	wang3
鞥	5534	eng1
鍥	5535	qie4
賅	5536	gai1
諴	5537	xian2
襁	5538	qiang3
蚩	5539	chi1
薨	5540	hong1
网	5541	wang3
琡	5542	chu4
澔	5543	hao4
歟	5544	yu2
橿	5545	jiang1
榫	5546	sun3
戢	5547	ji2
嶂	5548	zhang4
孢	5549	bao1
噌	5550	ceng1
喎	5551	kuai1
鶻	5552	gu2
鏜	5553	tang1
鉞	5554	yue4
迣	5555	zhi4
裐	5556	juan1
衢	5557	qu2
蕈	5558	jun4
綃	5559	xiao1
穠	5560	nong2
矘	5561	tang3
矓	5562	long2
瘸	5563	que2
痱	5564	fei4
璦	5565	ai4
琰	5566	yan3
氡	5567	dong1
櫛	5568	jie2
揠	5569	ya4
塋	5570	ying2
卲	5571	shao4
凎	5572	gan4
儈	5573	kuai4
麝	5574	she4
轤	5575	lu2
軫	5576	zhen3
踟	5577	chi2
踊	5578	yong3
讎	5579	chou2
謮	5580	ze2
蠡	5581	li2
蛁	5582	diao1
薜	5583	bi4
菾	5584	tian2
荖	5585	pei2
粄	5586	ban3
磬	5587	qing4
瑢	5588	rong2
燐	5589	lin2
灠	5590	lan3
洌	5591	lie4
杠	5592	gang1
媜	5593	zhen1
堎	5594	ling2
埥	5595	cheng1
勱	5596	mai4
魽	5597	han1
醴	5598	li3
遄	5599	chuan2
褂	5600	gua4
薊	5601	ji4
蕞	5602	zui4
琲	5603	bei4
炅	5604	jiong3
擗	5605	pi4
摰	5606	chi4
掅	5607	qing4
憸	5608	xian1
庹	5609	tuo3
屙	5610	e1
嫚	5611	man4
婕	5612	jie2
俛	5613	mian3
鴗	5614	li4
閞	5615	bian4
酊	5616	ding1
逋	5617	bu1
蓳	5618	jin4
荺	5619	yun2
苣	5620	ju4
舐	5621	shi4
綰	5622	wan3
篳	5623	bi4
琁	5624	xuan2
熵	5625	di1
瀋	5626	shen3
殄	5627	tian3
棱	5628	leng2
棓	5629	pou3
峓	5630	yi2
圬	5631	wu1
囀	5632	zhuan3
噘	5633	jue1
鶚	5634	e4
鰡	5635	liu2
駖	5636	ling2
錙	5637	zi1
諡	5638	shi4
訄	5639	qiu2
蛘	5640	yang2
薾	5641	er3
粕	5642	po4
筧	5643	jian3
疥	5644	jie4
獐	5645	zhang1
犖	5646	luo4
暋	5647	min2
捋	5648	le4
抿	5649	min3
囫	5650	hu2
鯧	5651	chang1
隬	5652	ni3
闃	5653	qu4
醍	5654	ti2
酩	5655	ming2
轡	5656	pei4
躝	5657	lan2
裞	5658	shui4
衁	5659	huang1
虯	5660	qiu2
茬	5661	chi2
芵	5662	jue2
縵	5663	man4
綷	5664	cui4
絻	5665	mian3
窳	5666	yu3
眭	5667	sui1
琤	5668	cheng1
灕	5669	li2
涮	5670	shuan4
浼	5671	mei3
椄	5672	jie1
梔	5673	zhi1
搐	5674	chu4
忮	5675	zhi4
囹	5676	ling2
咾	5677	lao3
冼	5678	sheng3
俳	5679	pai2
鞞	5680	bing3
鐐	5681	liao2
鐃	5682	nao2
醯	5683	xi1
遘	5684	gou4
詁	5685	gu3
芡	5686	qian4
胴	5687	dong4
纛	5688	du2
紉	5689	ren4
碣	5690	jie2
砟	5691	zha4
畿	5692	ji1
溟	5693	ming2
攥	5694	zuan4
挈	5695	qie4
嵎	5696	yu2
嫄	5697	yuan2
剉	5698	cuo4
僭	5699	jian4
鶡	5700	he2
鍠	5701	huang2
鈽	5702	bu4
鄴	5703	ye4
鄲	5704	dan1
賡	5705	geng1
訌	5706	hong2
薙	5707	ti4
蒔	5708	shi2
菘	5709	song1
苜	5710	mu4
縊	5711	yi4
笞	5712	chi1
祤	5713	yu3
砭	5714	bian1
睒	5715	shan3
煲	5716	bao4
煐	5717	ying1
洘	5718	kao3
桅	5719	wei2
柸	5720	pei1
枵	5721	xiao1
斫	5722	zhuo2
嫋	5723	niao3
奼	5724	cha4
奭	5725	shi4
壙	5726	kuang4
圇	5727	lun2
嘳	5728	kui4
鷂	5729	yao4
鶖	5730	qiu1
鶇	5731	dong1
顗	5732	yi3
閎	5733	hong2
讌	5734	yan4
諅	5735	ji1
詎	5736	ju4
蚋	5737	rui4
蘸	5738	zhan4
苺	5739	mei2
縉	5740	jin4
畯	5741	jun4
璆	5742	qiu2
玓	5743	di4
牝	5744	pin4
煬	5745	yang2
烔	5746	tong2
灩	5747	yan4
澪	5748	ling2
漼	5749	cui3
沏	5750	qi1
氤	5751	yin1
栴	5752	zhan1
曛	5753	xun1
扙	5754	zhang4
廕	5755	yin4
嬈	5756	rao2
嫈	5757	ying1
妗	5758	jin4
堰	5759	yan4
坯	5760	pi1
卹	5761	xu4
匏	5762	pao2
凐	5763	yin1
仳	5764	pi3
韙	5765	wei3
闓	5766	kai3
邐	5767	li3
諢	5768	hun4
誒	5769	ai1
蠓	5770	meng3
茩	5771	gou3
茆	5772	mao3
苾	5773	bi4
苡	5774	yi3
臠	5775	luan2
禺	5776	yu2
祜	5777	hu4
砢	5778	ke1
痼	5779	gu1
痟	5780	xiao1
泫	5781	xuan4
橈	5782	nao2
擣	5783	dao3
戛	5784	jia2
怹	5785	tan1
怩	5786	ni2
呲	5787	yi2
剜	5788	wan1
冱	5789	hu4
优	5790	you2
闈	5791	wei2
豸	5792	zhi4
謖	5793	su4
蚼	5794	gou3
蘶	5795	wei4
蘚	5796	xian3
芼	5797	mao2
胰	5798	yi2
篙	5799	gao1
稙	5800	zhi2
硞	5801	que4
砵	5802	bo1
珽	5803	ting3
櫺	5804	ling2
櫫	5805	zhu1
楂	5806	zha1
棑	5807	pai2
捵	5809	chen1
懃	5810	qin2
悾	5811	kong1
寘	5812	zhi4
塽	5813	shuang3
嚙	5814	nie4
傒	5815	xi1
倢	5816	jie2
黷	5817	du2
鶼	5818	jian1
鴽	5819	ru2
魠	5820	tuo1
鐿	5821	yi4
葥	5822	qian2
萁	5823	qi2
聱	5824	ao2
磲	5825	qu2
癘	5826	li4
獞	5827	tong2
燮	5828	xie4
潳	5829	tu2
漯	5830	ta4
汛	5831	xun4
氶	5832	zheng3
擭	5833	huo4
彘	5834	zhi4
峒	5835	tong2
姽	5836	gui3
妣	5837	bi3
圄	5838	yu3
俇	5839	kuang3
亄	5840	yi4
龕	5841	kan1
鐫	5842	juan1
諤	5843	e4
襖	5844	ao3
莪	5845	e2
艟	5846	tong2
篫	5847	zhu2
稈	5848	gan3
秏	5849	hao4
琺	5850	fa4
狺	5851	yin2
渼	5852	mei3
淯	5853	yu4
櫝	5854	du2
楙	5855	mao4
柀	5856	bi3
枳	5857	zhi1
枓	5858	dou3
掮	5859	qian2
懮	5860	you1
孿	5861	lvan2
婐	5862	wo3
堸	5863	feng2
吨	5864	tun2
鷿	5865	pi4
鷈	5866	si1
鵂	5867	xiu1
驒	5868	tuo2
騅	5869	zhui1
靸	5870	sa3
隄	5871	ti2
阨	5872	e4
赨	5873	xiong2
谿	5874	xi1
譠	5875	zhan1
蝮	5876	fu4
茦	5877	ce4
繒	5878	zeng1
紺	5879	gan4
瘜	5880	xi2
痿	5881	wei3
痐	5882	hui2
猢	5883	hu1
熞	5884	jian1
焱	5885	yan4
氘	5886	dao1
歕	5887	pen1
楛	5888	ku3
椳	5889	wei1
廋	5890	sou1
巟	5891	huang1
尢	5892	wang1
孱	5893	chan2
娸	5894	qi1
嚝	5895	huang1
嚅	5896	ru2
僯	5897	lin2
傚	5898	xiao4
俓	5899	jing4
佾	5900	yi4
魈	5901	xiao1
醱	5902	po4
遛	5903	liu2
誥	5904	gao4
訧	5905	you2
蛺	5906	jia2
蕓	5907	yun2
菟	5908	tu4
舋	5909	xin4
膂	5910	lv3
翾	5911	xuan1
羼	5912	chan4
笘	5913	shan1
禰	5914	ni3
祆	5915	xian1
痳	5916	lin2
珺	5917	jun4
淍	5918	zhou1
歙	5919	xi4
暍	5920	he4
摭	5921	zhi2
揂	5922	jiu1
挳	5923	keng1
挎	5924	ku1
懰	5925	liu2
壎	5926	xuan1
唪	5927	feng3
呅	5928	mei2
俅	5929	qiu2
齀	5930	wu4
黜	5931	chu4
鷦	5932	jiao1
鱆	5933	zhang1
鰈	5934	die2
魙	5935	zhan3
骿	5936	pian2
鐙	5937	deng1
郜	5938	gao4
諗	5939	shen3
襬	5940	bai3
襌	5941	dan1
荂	5942	kua1
腩	5943	nan3
罌	5944	ying1
眥	5945	zi4
盷	5946	tian2
皴	5947	cun1
癆	5948	lao2
炷	5949	zhu4
汴	5950	bian4
柷	5951	zhu4
旛	5952	fan1
撚	5953	nian3
撗	5954	huang2
摡	5955	gai4
搕	5956	ke4
挀	5957	bo4
忯	5958	chi2
廾	5959	gong3
嶔	5960	qin1
孀	5961	shuang1
嬪	5962	pin2
嬛	5963	huan2
囗	5964	wei2
呤	5965	ling2
佸	5966	huo2
齜	5967	zi1
髖	5968	kuan1
隰	5969	xi2
鍔	5970	e4
醐	5971	hu2
迾	5972	lie4
趒	5973	tiao2
蜚	5974	fei3
蘄	5975	qi2
葀	5976	gua1
莆	5977	pu2
舛	5978	chuan3
耄	5979	mao4
羥	5980	qian1
罍	5981	lei2
禛	5982	zhen1
矸	5983	gan1
睕	5984	wan3
璫	5985	dang1
珅	5986	shen1
溏	5987	tang2
涗	5988	shui4
楜	5989	hu2
柩	5990	jiu4
搰	5991	hu2
捰	5992	wo3
挻	5993	shan1
慓	5994	piao1
怞	5995	zhou4
尃	5996	fu1
嬅	5997	hua4
圯	5998	yi2
啍	5999	tun1
偑	6000	feng1
侗	6001	tong2
佷	6002	heng2
黿	6003	yuan2
鶹	6004	liu2
頫	6005	fu3
靉	6006	ai4
鎌	6007	lian2
鈜	6008	hong2
逶	6009	wei1
轂	6010	gu3
藜	6011	li2
茷	6012	fa2
舂	6013	chong1
縠	6014	hu2
縐	6015	zhou4
籙	6016	lu4
笥	6017	si4
祛	6018	qu1
